,COMMODITY_ID,COMMODITY,IMP_TOT,IMP_MEX,EXP_TOT,EXP_MEX,MEX_BOT,SHARE_IMP,SHARE_EXP,TOT_BOT
3641,030214,ATLANTIC SALMON AND DANUBE SALMON FRESH OR CHILLED,1125142518.0,0.0,94646126.0,107063.0,107063.0,0.0,0.11311926280004318,-1030496392.0
4764,030219,"SALMONIDAE, NESOI, FRESH OR CHILLED",10951614.0,0.0,2029849.0,3525.0,3525.0,0.0,0.17365823763245444,-8921765.0
4117,030221,"HALIBUT/GREENLAND TURBOT EX FILLET, LVR, ROE FR/CH",136806826.0,3624907.0,29038272.0,0.0,-3624907.0,2.649653607196471,0.0,-107768554.0
819,030222,"PLAICE EXCEPT FILLETS, LIVERS, ROES, FRESH/CHILLED",50153.0,0.0,145257.0,0.0,0.0,0.0,0.0,95104.0
55,030223,"SOLE EXCEPT FILLETS, LIVERS & ROES, FRESH, CHILLED",4225626.0,0.0,539391.0,0.0,0.0,0.0,0.0,-3686235.0
4372,030224,"TURBOTS, FRESH OR CHILLED",931556.0,0.0,0.0,0.0,0.0,0.0,0.0,-931556.0
2213,030229,"FLATFISH NESOI EXCEPT FILLET, LIVER ROE FRESH/CHLD",6147646.0,2295286.0,143775.0,7928.0,-2287358.0,37.336014467976845,5.514171448443749,-6003871.0
4074,030231,"ALBACORE/LONGFINNED TUNAS EX FILLET LVR ROE, FR/CH",2061682.0,0.0,629620.0,0.0,0.0,0.0,0.0,-1432062.0
3642,030232,"YELLOWFIN TUNAS EXCEPT FILLETS, LIVERS, ROES FR/CH",139336367.0,6456760.0,2374833.0,0.0,-6456760.0,4.633937384057099,0.0,-136961534.0
1472,030233,"SKIPJACK TUNA (STRIPE-BELLIED BONITO), FRESH OR CH",6944.0,0.0,61475.0,0.0,0.0,0.0,0.0,54531.0
2815,030234,"BIG EYE TUNAS EXCL FILLETS, LIVERS&ROES; FRSH/CHIL",34071189.0,0.0,224266.0,0.0,0.0,0.0,0.0,-33846923.0
2713,030235,"ATLANTIC & PACIFIC BLUEFIN TUNAS, FRESH OR CHILLED",76922152.0,52270503.0,5990478.0,0.0,-52270503.0,67.95247096051082,0.0,-70931674.0
2868,030236,"SOUTHN BLUEFIN TUNA,EXCL FILLET,LIVER,ROE; FRH/CHL",5381750.0,0.0,54516.0,0.0,0.0,0.0,0.0,-5327234.0
1681,030239,"TUNAS NESOI, WITH BONES, FRESH OR CHILLED",437124.0,0.0,638161.0,86178.0,86178.0,0.0,13.50411573255025,201037.0
1607,030241,"HERRINGS, FRESH OR CHILLED",98970.0,0.0,151476.0,0.0,0.0,0.0,0.0,52506.0
2528,030242,"ANCHOVIES, FRESH OR CHILLED",1838723.0,0.0,217589.0,24808.0,24808.0,0.0,11.401311647188047,-1621134.0
2239,030243,SARDINES SARDINELLA BRISLINGS/SPRATS FRESH/CHILLED,264386.0,0.0,98041.0,0.0,0.0,0.0,0.0,-166345.0
3932,030244,"MACKEREL, FRESH OR CHILLED",372055.0,44297.0,3004632.0,0.0,-44297.0,11.906035397992232,0.0,2632577.0
1876,030245,"JACK AND HORSE MACKEREL, FRESH OR CHILLED",5964621.0,322456.0,229801.0,52097.0,-270359.0,5.406143994731601,22.670484462643767,-5734820.0
1002,030246,"COBIA, FRESH OR CHILLED",1892128.0,25672.0,2705.0,0.0,-25672.0,1.3567792453787482,0.0,-1889423.0
3466,030247,"SWORDFISH, FRESH OR CHILLED",54736936.0,2289918.0,738173.0,0.0,-2289918.0,4.1834968621553825,0.0,-53998763.0
4400,030249,"INDIAN MACKRLS, MARLINS,SAIL/SPEARFISH, ETC, FR/CH",457945.0,77756.0,2019770.0,0.0,-77756.0,16.979331579119762,0.0,1561825.0
2154,030251,"COD, FRESH OR CHILLED",5547943.0,0.0,4088986.0,20553.0,20553.0,0.0,0.5026429535342014,-1458957.0
4841,030252,"HADDOCK, FRESH OR CHILLED",5335451.0,0.0,471785.0,0.0,0.0,0.0,0.0,-4863666.0
5324,030253,"COALFISH, FRESH OR CHILLED",0.0,0.0,45268.0,0.0,0.0,0.0,0.0,45268.0
2288,030254,"HAKE, FRESH OR CHILLED",4553808.0,36772.0,1242523.0,3806.0,-32966.0,0.8075000087838574,0.30631223727850515,-3311285.0
159,030255,"ALASKA POLLOCK, FRESH OR CHILLED",11813.0,0.0,0.0,0.0,0.0,0.0,0.0,-11813.0
5329,030256,"BLUE WHITINGS, FRESH OR CHILLED",0.0,0.0,76529.0,59251.0,59251.0,0.0,77.42293770988775,76529.0
3384,030259,FISH OF FAM BREGMACEROTIDAE ETC FRESH/CHILLD NESOI,1552042.0,45930.0,90402.0,6559.0,-39371.0,2.959327131611129,7.2553704564058314,-1461640.0
4315,030271,"TILAPIAS, FRESH OR CHILLED",22152473.0,4030.0,6962119.0,144565.0,140535.0,0.018192099816575782,2.076451149427351,-15190354.0
4244,030272,"CATFISH, FRESH OR CHILLED",16296.0,0.0,491343.0,278992.0,278992.0,0.0,56.78151515336537,475047.0
4448,030273,"CARP, FRESH OR CHILLED",18104.0,0.0,1263380.0,391802.0,391802.0,0.0,31.012205353891943,1245276.0
21,030274,"EELS, FRESH OR CHILLED",489214.0,0.0,883448.0,0.0,0.0,0.0,0.0,394234.0
4817,030279,"NILE PERCH AND SNAKEHEADS, FRESH OR CHILLED",35855.0,0.0,14643.0,14643.0,14643.0,0.0,100.0,-21212.0
5365,030281,"DOGFISH AND OTHER SHARKS, FRESH OR CHILLED",0.0,0.0,2661294.0,455673.0,455673.0,0.0,17.122234522003204,2661294.0
1636,030282,"RAYS AND SKATES, FRESH OR CHILLED",36722.0,2471.0,1287113.0,0.0,-2471.0,6.728936332443766,0.0,1250391.0
5042,030283,"TOOTHFISH, FRESH OR CHILLED",1813026.0,0.0,175451.0,0.0,0.0,0.0,0.0,-1637575.0
5020,030284,"SEABASS, FRESH OR CHILLED",80136225.0,175030.0,571592.0,86157.0,-88873.0,0.2184155792215069,15.07316407507453,-79564633.0
818,030285,"SEABREAM, FRESH OR CHILLED",10911425.0,0.0,990078.0,6406.0,6406.0,0.0,0.6470197297586655,-9921347.0
3672,030289,"FISH, FRESH OR CHILLED, NESOI",324847493.0,96525528.0,24210348.0,408105.0,-96117423.0,29.714105874290986,1.6856635022346644,-300637145.0
2427,030291,"LIVERS, ROES AND MILT, FRESH OR CHILLED",1723476.0,0.0,1449907.0,0.0,0.0,0.0,0.0,-273569.0
2763,030299,"OTHER FISH, FRESH OF CHILLED, NESOI",3612774.0,33488.0,177037.0,0.0,-33488.0,0.926933154412648,0.0,-3435737.0
3340,030311,"SOCKEYE SALMON, FROZEN",13373847.0,0.0,309585362.0,37536.0,37536.0,0.0,0.012124604263427674,296211515.0
4869,030312,"PACIFIC SALMON, FROZEN, NESOI",20881581.0,0.0,280439407.0,413668.0,413668.0,0.0,0.14750708697654605,259557826.0
2047,030313,"ATLANTIC SALMON AND DANUBE SALMON, FROZEN",16666587.0,0.0,4055235.0,0.0,0.0,0.0,0.0,-12611352.0
2814,030314,"TROUT, FROZEN",4102531.0,0.0,1611248.0,0.0,0.0,0.0,0.0,-2491283.0
4370,030319,"SALMONIDAE, FROZEN, NESOI",390901.0,0.0,11257306.0,4665792.0,4665792.0,0.0,41.44679020007096,10866405.0
4314,030323,"TILAPIAS, FROZEN",84596798.0,632973.0,449288.0,24610.0,-608363.0,0.7482233547421027,5.477555599081213,-84147510.0
1535,030324,"CATFISH, FROZEN",5771190.0,0.0,440957.0,148434.0,148434.0,0.0,33.661785616284575,-5330233.0
1765,030325,"CARP, FROZEN",1350388.0,0.0,214890.0,0.0,0.0,0.0,0.0,-1135498.0
275,030326,"EELS, FROZEN",5814676.0,0.0,1763537.0,0.0,0.0,0.0,0.0,-4051139.0
2019,030329,"NILE PERCH AND SNAKEHEADS, FROZEN",1005946.0,0.0,983613.0,889109.0,889109.0,0.0,90.3921562647098,-22333.0
2341,030331,HALIBUT/GREENLAND TURBOT EX FILLET/LIVER/ROE FROZN,15583670.0,0.0,7770336.0,33418.0,33418.0,0.0,0.43007149240393205,-7813334.0
707,030332,"PLAICE EXCEPT FILLETS, LIVERS AND ROES, FROZEN",187906.0,0.0,5075941.0,0.0,0.0,0.0,0.0,4888035.0
142,030333,"SOLE, EXCEPT FILLETS, LIVERS AND ROES, FROZEN",7416531.0,18788.0,3775281.0,42583.0,23795.0,0.25332598218762925,1.1279425293110632,-3641250.0
374,030334,"TURBOTS, FROZEN",407430.0,0.0,0.0,0.0,0.0,0.0,0.0,-407430.0
746,030339,"FLAT FISH NESOI EXCEPT FILLETS, LIVERS,  ROES, FRZ",8030396.0,12000.0,109338775.0,3082800.0,3070800.0,0.14943223223362834,2.819493816351976,101308379.0
4046,030341,ALBACORE/LONGFINNED TUNAS EX FILLET/LVR/ROE FROZEN,3309103.0,0.0,16940390.0,281936.0,281936.0,0.0,1.6642828175738575,13631287.0
3969,030342,"YELLOWFIN TUNA EXCEPT FILLETS, LIVER & ROES FROZEN",51095822.0,20061.0,1165411.0,0.0,-20061.0,0.03926152709706872,0.0,-49930411.0
573,030343,"SKIPJACK TUNA (STRIPE-BELLIED BONITO), FROZEN",145664.0,0.0,136680.0,0.0,0.0,0.0,0.0,-8984.0
631,030344,"BIGEYE TUNAS EXCLUD FILLETS, LIVERS & ROES, FROZEN",337014.0,0.0,25365.0,0.0,0.0,0.0,0.0,-311649.0
5043,030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS, FROZEN",3522195.0,0.0,123598.0,0.0,0.0,0.0,0.0,-3398597.0
3585,030346,"FROZEN SOUTHERN BLUEFIN TUNA,NT FILLT,LIVR,ROE,",730017.0,0.0,43662.0,0.0,0.0,0.0,0.0,-686355.0
2472,030349,"TUNAS NESOI, WITH BONES, FROZEN",283506.0,0.0,1043159.0,3600.0,3600.0,0.0,0.3451055879305073,759653.0
1766,030351,"HERRINGS, FROZEN",4456248.0,15840.0,43279156.0,312715.0,296875.0,0.355455980008294,0.722553369571255,38822908.0
1680,030353,"SARDINES, SARDINELLA, BRISLING OR SPRATS, FROZEN",6273629.0,3888615.0,1481147.0,49291.0,-3839324.0,61.98350269038861,3.327893855235166,-4792482.0
1659,030354,"MACKEREL, FROZEN",26682830.0,415416.0,1027361.0,25926.0,-389490.0,1.5568663443870085,2.5235530645994935,-25655469.0
3640,030355,"JACK AND HORSE MACKEREL, FROZEN",3475310.0,131512.0,24944.0,0.0,-131512.0,3.7841804040502867,0.0,-3450366.0
3117,030356,"COBIA, FROZEN",282679.0,0.0,19328.0,0.0,0.0,0.0,0.0,-263351.0
2369,030357,"SWORDFISH, FROZEN",2060442.0,0.0,159806.0,0.0,0.0,0.0,0.0,-1900636.0
2473,030359,"ANCHOVIES, EXLCUDING LIVERS AND ROES",8387842.0,1108510.0,3572158.0,602286.0,-506224.0,13.2156757363813,16.860564398327284,-4815684.0
